age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
52,female,white,bachelor's degree,new york,"wage/salary, private",52,23900,1
32,female,"other race, nec",master's degree,new york,"wage/salary, private",5,28600,1
34,male,japanese,bachelor's degree,new york,"wage/salary, private",52,200000,0
39,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,200000,0
40,female,white,master's degree,new york,local govt employee,52,115000,1
27,male,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",52,90000,0
26,female,other asian or pacific islander,bachelor's degree,new york,"wage/salary, private",50,65000,1
72,female,black/african american/negro,master's degree,new york,local govt employee,52,60320,1
56,female,white,master's degree,new york,federal govt employee,52,87000,1
29,female,chinese,doctoral degree,new york,"wage/salary, private",52,190000,1
37,male,white,professional degree beyond a bachelor's degree,new york,"wage/salary, private",52,77200,0
38,female,white,professional degree beyond a bachelor's degree,new york,wage/salary at non-profit,52,250000,1
35,male,chinese,master's degree,new york,"wage/salary, private",52,58000,0
28,female,chinese,bachelor's degree,new york,local govt employee,52,65000,1
47,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,80000,1
46,male,white,regular high school diploma,new york,"wage/salary, private",52,110000,0
30,male,white,bachelor's degree,new york,"wage/salary, private",52,121000,0
31,male,white,bachelor's degree,new york,"wage/salary, private",52,100000,0
58,female,white,master's degree,new york,"self-employed, incorporated",42,13400,1
63,male,white,bachelor's degree,new york,wage/salary at non-profit,52,220000,0
43,female,white,"associate's degree, type not specified",new york,wage/salary at non-profit,52,70000,1
17,female,"other race, nec",grade 11,new york,"wage/salary, private",26,16000,1
56,female,white,"associate's degree, type not specified",new york,"wage/salary, private",3,1000,1
68,male,white,ged or alternative credential,new york,federal govt employee,52,106000,0
53,male,white,"associate's degree, type not specified",new york,"self-employed, not incorporated",48,32500,0
27,female,white,bachelor's degree,new york,wage/salary at non-profit,52,40000,1
26,female,white,professional degree beyond a bachelor's degree,new york,wage/salary at non-profit,52,40000,1
28,male,white,"some college, but less than 1 year",new york,"wage/salary, private",1,12800,0
73,male,white,regular high school diploma,new york,"self-employed, incorporated",52,28000,0
23,female,white,bachelor's degree,new york,wage/salary at non-profit,41,40000,1
50,female,white,professional degree beyond a bachelor's degree,new york,"wage/salary, private",52,665000,1
41,female,white,professional degree beyond a bachelor's degree,new york,"wage/salary, private",52,365000,1
49,male,white,bachelor's degree,new york,"wage/salary, private",52,62000,0
34,female,white,master's degree,new york,local govt employee,46,30000,1
54,male,black/african american/negro,ged or alternative credential,new york,local govt employee,52,86000,0
56,female,black/african american/negro,bachelor's degree,new york,local govt employee,4,23000,1
77,male,white,bachelor's degree,new york,"self-employed, incorporated",50,74760,0
72,female,white,"some college, but less than 1 year",new york,"self-employed, not incorporated",50,61060,1
35,female,white,"associate's degree, type not specified",new york,"wage/salary, private",52,45000,1
58,male,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,41000,0
37,female,white,regular high school diploma,new york,"wage/salary, private",42,12600,1
70,female,black/african american/negro,"associate's degree, type not specified",new york,wage/salary at non-profit,52,26000,1
53,male,american indian or alaska native,"some college, but less than 1 year",new york,"wage/salary, private",52,75000,0
23,female,two major races,bachelor's degree,new york,"wage/salary, private",52,36000,1
61,female,white,regular high school diploma,new york,"wage/salary, private",52,20800,1
53,male,black/african american/negro,bachelor's degree,new york,local govt employee,52,110000,0
50,female,black/african american/negro,regular high school diploma,new york,"wage/salary, private",52,51000,1
25,female,black/african american/negro,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,25000,1
64,male,white,regular high school diploma,new york,local govt employee,52,50000,0
65,female,white,ged or alternative credential,new york,local govt employee,52,21000,1
24,female,white,bachelor's degree,new york,"wage/salary, private",52,38380,1
46,male,"other race, nec",grade 8,new york,"self-employed, not incorporated",52,44000,0
40,female,"other race, nec","1 or more years of college credit, no degree",new york,wage/salary at non-profit,52,26200,1
50,female,white,"1 or more years of college credit, no degree",new york,wage/salary at non-profit,52,56000,1
51,female,white,bachelor's degree,new york,"wage/salary, private",8,5200,1
30,female,chinese,master's degree,new york,"wage/salary, private",52,134900,1
42,female,white,master's degree,new york,"wage/salary, private",52,134000,1
48,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,200000,0
63,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,40000,0
25,female,white,"some college, but less than 1 year",new york,"wage/salary, private",52,35000,1
24,female,white,bachelor's degree,new york,"wage/salary, private",52,27000,1
43,female,black/african american/negro,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,24000,1
41,female,white,doctoral degree,new york,"wage/salary, private",52,150000,1
42,male,white,bachelor's degree,new york,local govt employee,52,96000,0
41,female,white,master's degree,new york,"wage/salary, private",52,80000,1
71,female,other asian or pacific islander,"12th grade, no diploma",new york,"wage/salary, private",15,10200,1
62,male,other asian or pacific islander,no schooling completed,new york,"wage/salary, private",52,12900,0
47,female,white,master's degree,new york,"self-employed, not incorporated",52,65000,1
74,female,white,"some college, but less than 1 year",new york,wage/salary at non-profit,52,122700,1
44,female,"other race, nec",ged or alternative credential,new york,state govt employee,52,70000,1
20,female,"other race, nec",ged or alternative credential,new york,"wage/salary, private",52,13000,1
61,female,white,regular high school diploma,new york,wage/salary at non-profit,52,108600,1
30,female,white,regular high school diploma,new york,unpaid family worker,6,400,1
30,male,white,bachelor's degree,new york,"wage/salary, private",52,36000,0
63,female,white,bachelor's degree,new york,wage/salary at non-profit,52,18300,1
64,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,50000,0
36,female,white,doctoral degree,new york,state govt employee,52,79000,1
54,female,white,"1 or more years of college credit, no degree",new york,"self-employed, not incorporated",52,18000,1
50,male,white,"1 or more years of college credit, no degree",new york,"wage/salary, private",52,60000,0
24,male,white,"1 or more years of college credit, no degree",new york,"self-employed, not incorporated",52,30000,0
22,male,white,"associate's degree, type not specified",new york,local govt employee,52,10000,0
37,female,three or more major races,bachelor's degree,new york,wage/salary at non-profit,52,59000,1
56,female,white,regular high school diploma,new york,wage/salary at non-profit,52,70000,1
50,male,white,bachelor's degree,new york,local govt employee,52,210000,0
53,female,white,ged or alternative credential,new york,"wage/salary, private",4,20000,1
21,female,white,"1 or more years of college credit, no degree",new york,wage/salary at non-profit,3,3000,1
65,male,chinese,regular high school diploma,new york,"wage/salary, private",52,17000,0
66,female,chinese,regular high school diploma,new york,"wage/salary, private",52,7600,1
42,female,"other race, nec","1 or more years of college credit, no degree",new york,"wage/salary, private",18,12000,1
70,female,white,bachelor's degree,new york,wage/salary at non-profit,52,208500,1
30,male,white,ged or alternative credential,new york,"wage/salary, private",52,19400,0
56,male,white,master's degree,new york,local govt employee,40,128000,0
51,female,white,master's degree,new york,local govt employee,40,66000,1
75,female,white,doctoral degree,new york,wage/salary at non-profit,5,243600,1
44,female,white,master's degree,new york,local govt employee,52,52000,1
43,male,white,"some college, but less than 1 year",new york,"wage/salary, private",52,75000,0
30,female,chinese,bachelor's degree,new york,wage/salary at non-profit,52,60000,1
31,female,chinese,"associate's degree, type not specified",new york,"wage/salary, private",52,28600,1
28,male,chinese,regular high school diploma,new york,"wage/salary, private",38,6400,0
32,male,chinese,master's degree,new york,wage/salary at non-profit,52,61000,0
33,female,chinese,bachelor's degree,new york,wage/salary at non-profit,52,70000,1
49,female,white,bachelor's degree,new york,local govt employee,52,36000,1
30,female,white,bachelor's degree,new york,wage/salary at non-profit,52,50000,1
30,male,"other race, nec",bachelor's degree,new york,"wage/salary, private",50,30000,0
55,female,black/african american/negro,"some college, but less than 1 year",new york,federal govt employee,52,62000,1
